,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,UIO-66_v2_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,9.0118544361,0.31310663510000003,2.3265793349,0.0536230657,7.129983992300001,0.212737187,18.4684177633,0.5794668878
1,UIO-66_v2_EQeq,1e-05,0.01,0.197998,0.791992,0.0,0.0,9.1312509798,0.3255142028,2.3414641122999997,0.0315937704,7.1989917784,0.1554241565,18.6717068705,0.5125321297
2,UIO-66_v2_EQeq,5e-05,0.01,0.19799,0.79196,3.851e-06,9.433e-06,9.1618040553,0.2043240515,2.3307055052,0.07269799589999999,7.1559120825,0.1608661317,18.648425494,0.4378976121
3,UIO-66_v2_EQeq,0.0001,0.01,0.19798,0.79192,3.851e-06,9.433e-06,9.0759444499,0.1376705167,2.3315918678,0.0433076835,7.1273082348,0.2497383775,18.5348484035,0.4307260107
4,UIO-66_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,3.08081e-05,2.2455e-05,9.1065815778,0.3267614612,2.3299413996,0.1015910686,7.2123973235,0.2300776444,18.648951109000002,0.6584526292
5,UIO-66_v2_EQeq,0.001,0.01,0.1978,0.7912,6.931810000000001e-05,3.73369e-05,9.0792224965,0.2935568832,2.3665267763999998,0.032558345600000003,7.1390012951,0.2654906822,18.5848198861,0.5916432479
6,UIO-66_v2_EQeq,0.005,0.01,0.197,0.7879999999999999,0.0004062813,0.0001183206,9.1750423204,0.4543636689,2.3130393835,0.0880085368,7.1152138109,0.19789801199999998,18.603701796099998,0.7403885383
7,UIO-66_v2_EQeq,0.01,0.01,0.196,0.784,0.0007856055,0.0001126708,9.1615098716,0.33094898370000003,2.319641256,0.0777366427,7.17282287,0.195081668,18.6547596031,0.6038799652
8,UIO-66_v2_EQeq,0.02,0.01,0.194,0.7759999999999999,0.0013671076999999998,0.000130025,9.1174243474,0.2925890028,2.2884963112,0.0705621974,7.0577385397,0.20271644809999997,18.465026306,0.5659976733
9,UIO-66_v2_EQeq,0.03,0.01,0.192,0.768,0.0021142031,0.0002547493,9.099605222200001,0.18222096280000002,2.2813137184,0.0800283233,6.9691174511,0.11230845,18.3521505948,0.3748124854
10,UIO-66_v2_EQeq,0.04,0.01,0.19,0.76,0.0030230409,0.0002563163,9.159114376,0.4209203039,2.239471295,0.0468358821,6.9649165119,0.1544043868,18.3665252238,0.6224168890999999
11,UIO-66_v2_EQeq,0.05,0.01,0.188,0.752,0.0035544799,0.0005220069,9.2684666487,0.27801416170000004,2.25839055,0.0407277897,6.7925442134,0.1697893275,18.322955892,0.48905328579999996
